data,Subject,clip,label,onset_frame,apex_frame,offset_frame,onset_frame_path,apex_frame_path,offset_frame_path,data_sub
samm,14,014_5_2,0,469,498,557,samm/014/014_5_2/014_5_00469.jpg,samm/014/014_5_2/014_5_00498.jpg,samm/014/014_5_2/014_5_00557.jpg,samm_014
samm,14,014_6_1,1,1316,1334,1350,samm/014/014_6_1/014_6_01316.jpg,samm/014/014_6_1/014_6_01334.jpg,samm/014/014_6_1/014_6_01350.jpg,samm_014
samm,14,014_6_2,1,1190,1221,1253,samm/014/014_6_2/014_6_01190.jpg,samm/014/014_6_2/014_6_01221.jpg,samm/014/014_6_2/014_6_01253.jpg,samm_014
samm,14,014_6_3,1,128,171,196,samm/014/014_6_3/014_6_00128.jpg,samm/014/014_6_3/014_6_00171.jpg,samm/014/014_6_3/014_6_00196.jpg,samm_014
samm,14,014_7_1,1,3529,3560,3598,samm/014/014_7_1/014_7_03529.jpg,samm/014/014_7_1/014_7_03560.jpg,samm/014/014_7_1/014_7_03598.jpg,samm_014
samm,15,015_5_1,0,880,906,942,samm/015/015_5_1/015_5_00880.jpg,samm/015/015_5_1/015_5_00906.jpg,samm/015/015_5_1/015_5_00942.jpg,samm_015
samm,15,015_5_2,0,1087,1115,1159,samm/015/015_5_2/015_5_01087.jpg,samm/015/015_5_2/015_5_01115.jpg,samm/015/015_5_2/015_5_01159.jpg,samm_015
samm,15,015_5_3,2,550,573,627,samm/015/015_5_3/015_5_00550.jpg,samm/015/015_5_3/015_5_00573.jpg,samm/015/015_5_3/015_5_00627.jpg,samm_015
samm,16,016_7_1,0,1275,1299,1323,samm/016/016_7_1/016_7_01275.jpg,samm/016/016_7_1/016_7_01299.jpg,samm/016/016_7_1/016_7_01323.jpg,samm_016
samm,16,016_7_2,2,2840,2854,2892,samm/016/016_7_2/016_7_02840.jpg,samm/016/016_7_2/016_7_02854.jpg,samm/016/016_7_2/016_7_02892.jpg,samm_016
samm,16,016_7_3,0,3395,3421,3447,samm/016/016_7_3/016_7_03395.jpg,samm/016/016_7_3/016_7_03421.jpg,samm/016/016_7_3/016_7_03447.jpg,samm_016
samm,16,016_7_5,2,5120,5155,5207,samm/016/016_7_5/016_7_05120.jpg,samm/016/016_7_5/016_7_05155.jpg,samm/016/016_7_5/016_7_05207.jpg,samm_016
samm,16,016_7_8,1,11256,11324,11349,samm/016/016_7_8/016_7_11256.jpg,samm/016/016_7_8/016_7_11324.jpg,samm/016/016_7_8/016_7_11349.jpg,samm_016
samm,17,017_3_1,0,312,337,387,samm/017/017_3_1/017_3_00312.jpg,samm/017/017_3_1/017_3_00337.jpg,samm/017/017_3_1/017_3_00387.jpg,samm_017
samm,17,017_3_2,2,83,116,165,samm/017/017_3_2/017_3_00083.jpg,samm/017/017_3_2/017_3_00116.jpg,samm/017/017_3_2/017_3_00165.jpg,samm_017
samm,17,017_3_4,0,174,199,264,samm/017/017_3_4/017_3_00174.jpg,samm/017/017_3_4/017_3_00199.jpg,samm/017/017_3_4/017_3_00264.jpg,samm_017
samm,17,017_6_1,0,607,643,678,samm/017/017_6_1/017_6_00607.jpg,samm/017/017_6_1/017_6_00643.jpg,samm/017/017_6_1/017_6_00678.jpg,samm_017
samm,18,018_3_1,0,1405,1456,1500,samm/018/018_3_1/018_3_01405.jpg,samm/018/018_3_1/018_3_01456.jpg,samm/018/018_3_1/018_3_01500.jpg,samm_018
samm,18,018_5_1,0,5491,5526,5560,samm/018/018_5_1/018_5_05491.jpg,samm/018/018_5_1/018_5_05526.jpg,samm/018/018_5_1/018_5_05560.jpg,samm_018
samm,18,018_7_1,2,133,156,175,samm/018/018_7_1/018_7_00133.jpg,samm/018/018_7_1/018_7_00156.jpg,samm/018/018_7_1/018_7_00175.jpg,samm_018
samm,19,019_4_1,1,496,517,550,samm/019/019_4_1/019_4_00496.jpg,samm/019/019_4_1/019_4_00517.jpg,samm/019/019_4_1/019_4_00550.jpg,samm_019
samm,20,020_4_1,0,3440,3469,3497,samm/020/020_4_1/020_4_03440.jpg,samm/020/020_4_1/020_4_03469.jpg,samm/020/020_4_1/020_4_03497.jpg,samm_020
samm,20,020_4_2,1,1482,1516,1528,samm/020/020_4_2/020_4_01482.jpg,samm/020/020_4_2/020_4_01516.jpg,samm/020/020_4_2/020_4_01528.jpg,samm_020
samm,20,020_7_1,0,8518,8551,8577,samm/020/020_7_1/020_7_08518.jpg,samm/020/020_7_1/020_7_08551.jpg,samm/020/020_7_1/020_7_08577.jpg,samm_020
samm,20,020_7_10,1,9071,9140,9165,samm/020/020_7_10/020_7_09071.jpg,samm/020/020_7_10/020_7_09140.jpg,samm/020/020_7_10/020_7_09165.jpg,samm_020
samm,21,021_7_1,0,3589,3621,3646,samm/021/021_7_1/021_7_03589.jpg,samm/021/021_7_1/021_7_03621.jpg,samm/021/021_7_1/021_7_03646.jpg,samm_021
samm,21,021_7_2,0,853,882,942,samm/021/021_7_2/021_7_00853.jpg,samm/021/021_7_2/021_7_00882.jpg,samm/021/021_7_2/021_7_00942.jpg,samm_021
samm,22,022_2_3,0,402,438,501,samm/022/022_2_3/022_2_00402.jpg,samm/022/022_2_3/022_2_00438.jpg,samm/022/022_2_3/022_2_00501.jpg,samm_022
samm,22,022_3_2,0,380,421,428,samm/022/022_3_2/022_3_00380.jpg,samm/022/022_3_2/022_3_00421.jpg,samm/022/022_3_2/022_3_00428.jpg,samm_022
samm,22,022_3_3,1,3659,3683,3697,samm/022/022_3_3/022_3_03659.jpg,samm/022/022_3_3/022_3_03683.jpg,samm/022/022_3_3/022_3_03697.jpg,samm_022
samm,22,022_4_1,0,492,505,569,samm/022/022_4_1/022_4_00492.jpg,samm/022/022_4_1/022_4_00505.jpg,samm/022/022_4_1/022_4_00569.jpg,samm_022
samm,22,022_5_1,1,335,357,405,samm/022/022_5_1/022_5_00335.jpg,samm/022/022_5_1/022_5_00357.jpg,samm/022/022_5_1/022_5_00405.jpg,samm_022
samm,23,023_1_1,0,524,537,574,samm/023/023_1_1/023_1_00524.jpg,samm/023/023_1_1/023_1_00537.jpg,samm/023/023_1_1/023_1_00574.jpg,samm_023
samm,24,024_2_1,0,763,779,835,samm/024/024_2_1/024_2_00763.jpg,samm/024/024_2_1/024_2_00779.jpg,samm/024/024_2_1/024_2_00835.jpg,samm_024
samm,26,026_1_1,0,295,323,370,samm/026/026_1_1/026_1_00295.jpg,samm/026/026_1_1/026_1_00323.jpg,samm/026/026_1_1/026_1_00370.jpg,samm_026
samm,26,026_2_1,0,2881,2918,2947,samm/026/026_2_1/026_2_02881.jpg,samm/026/026_2_1/026_2_02918.jpg,samm/026/026_2_1/026_2_02947.jpg,samm_026
samm,26,026_2_2,0,2952,2978,3028,samm/026/026_2_2/026_2_02952.jpg,samm/026/026_2_2/026_2_02978.jpg,samm/026/026_2_2/026_2_03028.jpg,samm_026
samm,26,026_2_3,0,2607,2642,2685,samm/026/026_2_3/026_2_02607.jpg,samm/026/026_2_3/026_2_02642.jpg,samm/026/026_2_3/026_2_02685.jpg,samm_026
samm,26,026_3_3,0,1704,1736,1737,samm/026/026_3_3/026_3_01704.jpg,samm/026/026_3_3/026_3_01736.jpg,samm/026/026_3_3/026_3_01737.jpg,samm_026
samm,26,026_3_4,0,3582,3608,3640,samm/026/026_3_4/026_3_03582.jpg,samm/026/026_3_4/026_3_03608.jpg,samm/026/026_3_4/026_3_03640.jpg,samm_026
samm,26,026_5_1,0,573,589,646,samm/026/026_5_1/026_5_00573.jpg,samm/026/026_5_1/026_5_00589.jpg,samm/026/026_5_1/026_5_00646.jpg,samm_026
samm,26,026_6_1,0,348,382,441,samm/026/026_6_1/026_6_00348.jpg,samm/026/026_6_1/026_6_00382.jpg,samm/026/026_6_1/026_6_00441.jpg,samm_026
samm,26,026_7_3,0,1750,1783,1844,samm/026/026_7_3/026_7_01750.jpg,samm/026/026_7_3/026_7_01783.jpg,samm/026/026_7_3/026_7_01844.jpg,samm_026
samm,28,028_4_1,0,1071,1103,1134,samm/028/028_4_1/028_4_01071.jpg,samm/028/028_4_1/028_4_01103.jpg,samm/028/028_4_1/028_4_01134.jpg,samm_028
samm,28,028_4_3,2,370,424,441,samm/028/028_4_3/028_4_00370.jpg,samm/028/028_4_3/028_4_00424.jpg,samm/028/028_4_3/028_4_00441.jpg,samm_028
samm,28,028_4_4,2,1288,1367,1376,samm/028/028_4_4/028_4_01288.jpg,samm/028/028_4_4/028_4_01367.jpg,samm/028/028_4_4/028_4_01376.jpg,samm_028
samm,30,030_1_1,0,379,422,460,samm/030/030_1_1/030_1_00379.jpg,samm/030/030_1_1/030_1_00422.jpg,samm/030/030_1_1/030_1_00460.jpg,samm_030
samm,30,030_1_2,0,4344,4392,4434,samm/030/030_1_2/030_1_04344.jpg,samm/030/030_1_2/030_1_04392.jpg,samm/030/030_1_2/030_1_04434.jpg,samm_030
samm,30,030_5_1,0,421,460,501,samm/030/030_5_1/030_5_00421.jpg,samm/030/030_5_1/030_5_00460.jpg,samm/030/030_5_1/030_5_00501.jpg,samm_030
samm,31,031_3_1,0,331,352,386,samm/031/031_3_1/031_3_00331.jpg,samm/031/031_3_1/031_3_00352.jpg,samm/031/031_3_1/031_3_00386.jpg,samm_031
samm,32,032_3_1,0,1896,1933,1970,samm/032/032_3_1/032_3_01896.jpg,samm/032/032_3_1/032_3_01933.jpg,samm/032/032_3_1/032_3_01970.jpg,samm_032
samm,32,032_3_2,0,2126,2127,2207,samm/032/032_3_2/032_3_02126.jpg,samm/032/032_3_2/032_3_02127.jpg,samm/032/032_3_2/032_3_02207.jpg,samm_032
samm,32,032_4_2,0,408,436,479,samm/032/032_4_2/032_4_00408.jpg,samm/032/032_4_2/032_4_00436.jpg,samm/032/032_4_2/032_4_00479.jpg,samm_032
samm,32,032_6_1,0,307,325,366,samm/032/032_6_1/032_6_00307.jpg,samm/032/032_6_1/032_6_00325.jpg,samm/032/032_6_1/032_6_00366.jpg,samm_032
samm,33,033_1_3,1,957,988,1009,samm/033/033_1_3/033_1_00957.jpg,samm/033/033_1_3/033_1_00988.jpg,samm/033/033_1_3/033_1_01009.jpg,samm_033
samm,33,033_1_4,0,1541,1573,1609,samm/033/033_1_4/033_1_01541.jpg,samm/033/033_1_4/033_1_01573.jpg,samm/033/033_1_4/033_1_01609.jpg,samm_033
samm,33,033_1_5,0,1889,1926,1973,samm/033/033_1_5/033_1_01889.jpg,samm/033/033_1_5/033_1_01926.jpg,samm/033/033_1_5/033_1_01973.jpg,samm_033
samm,33,033_2_1,0,695,749,776,samm/033/033_2_1/033_2_00695.jpg,samm/033/033_2_1/033_2_00749.jpg,samm/033/033_2_1/033_2_00776.jpg,samm_033
samm,33,033_2_2,0,2117,2149,2215,samm/033/033_2_2/033_2_02117.jpg,samm/033/033_2_2/033_2_02149.jpg,samm/033/033_2_2/033_2_02215.jpg,samm_033
samm,34,034_3_1,0,129,159,217,samm/034/034_3_1/034_3_00129.jpg,samm/034/034_3_1/034_3_00159.jpg,samm/034/034_3_1/034_3_00217.jpg,samm_034
samm,34,034_7_2,0,1578,1612,1655,samm/034/034_7_2/034_7_01578.jpg,samm/034/034_7_2/034_7_01612.jpg,samm/034/034_7_2/034_7_01655.jpg,samm_034
samm,34,034_7_3,0,3636,3672,3719,samm/034/034_7_3/034_7_03636.jpg,samm/034/034_7_3/034_7_03672.jpg,samm/034/034_7_3/034_7_03719.jpg,samm_034
samm,35,035_1_1,0,649,667,691,samm/035/035_1_1/035_1_00649.jpg,samm/035/035_1_1/035_1_00667.jpg,samm/035/035_1_1/035_1_00691.jpg,samm_035
samm,35,035_4_1,0,231,245,263,samm/035/035_4_1/035_4_00231.jpg,samm/035/035_4_1/035_4_00245.jpg,samm/035/035_4_1/035_4_00263.jpg,samm_035
samm,35,035_4_2,0,1509,1534,1574,samm/035/035_4_2/035_4_01509.jpg,samm/035/035_4_2/035_4_01534.jpg,samm/035/035_4_2/035_4_01574.jpg,samm_035
samm,35,035_5_2,0,2409,2443,2473,samm/035/035_5_2/035_5_02409.jpg,samm/035/035_5_2/035_5_02443.jpg,samm/035/035_5_2/035_5_02473.jpg,samm_035
samm,35,035_5_3,0,253,293,341,samm/035/035_5_3/035_5_00253.jpg,samm/035/035_5_3/035_5_00293.jpg,samm/035/035_5_3/035_5_00341.jpg,samm_035
samm,35,035_6_3,0,180,210,236,samm/035/035_6_3/035_6_00180.jpg,samm/035/035_6_3/035_6_00210.jpg,samm/035/035_6_3/035_6_00236.jpg,samm_035
samm,35,035_7_1,2,7809,7819,7853,samm/035/035_7_1/035_7_07809.jpg,samm/035/035_7_1/035_7_07819.jpg,samm/035/035_7_1/035_7_07853.jpg,samm_035
samm,35,035_7_2,0,823,855,918,samm/035/035_7_2/035_7_00823.jpg,samm/035/035_7_2/035_7_00855.jpg,samm/035/035_7_2/035_7_00918.jpg,samm_035
samm,36,036_7_3,0,2264,2339,2363,samm/036/036_7_3/036_7_02264.jpg,samm/036/036_7_3/036_7_02339.jpg,samm/036/036_7_3/036_7_02363.jpg,samm_036
samm,37,037_3_2,0,3196,3214,3295,samm/037/037_3_2/037_3_03196.jpg,samm/037/037_3_2/037_3_03214.jpg,samm/037/037_3_2/037_3_03295.jpg,samm_037
